Indicator,Type,Description
4b1bb5b1d07d30e0f50e461049ae825733c04125b1e9cbb7c5108ee3aa29461c,SHA256,Beacon
4f5e1889a8a2fe8b9dbce3d296a1e5e9a96fe68f48b91981fb91555ecd06a2ee,SHA256,Beacon
4f85ec31d253257167c98c0b1da0ce3eefa1d085c70d540235522012a16a2279,SHA256,Beacon
55fdde537f47ac05c201ff4e3732936f7ef66681168a2b43b027007bf8e96bf6,SHA256,Beacon
6787fd8faf7f63e3ecef2389b5ca72f5e9e4d2610dff6a077625d23aa415084c,SHA256,Beacon
6b257a7e9e74a79d530291154dfe73e90da94ed609435008476513223a8c0de0,SHA256,Beacon
6bc84db8e8d8ca192b4bcbb6274ec92c3af7a1b718265e33ead0981c502e3538,SHA256,Beacon
6e3445b117d222542794b966bf7d70af22eaea831ea1044b64679ef7fbef3f78,SHA256,Beacon
738d9e65885f936fda9897040c8b1dfcb54f3fef304c1e44a70913a85710e84e,SHA256,Beacon
743427cefa0bdd042d9a915c6af6343612ad34685b7358d4efb4e7dbffc02f0b,SHA256,Beacon
8a27afd52ed0e61c97a624fea0f469efb51c7b01dade10c202d15cbd6f44bcfb,SHA256,Beacon
8dad2eca77cb4a7dea513536858113d086107293bb4e52d142edb50985c717a8,SHA256,Beacon
9a924d8f5fb2a2c411cf40fb1bb45958f2d1cb1af4afd0cc155ad6a51b699a15,SHA256,Beacon
9c624b2949c42ca4f556f71bea7dab078b1b9b13b0fa739976643c92b1942be3,SHA256,Beacon
a9e81b2c600c2d9a67f217499bb408fa68da8199a5ae323c5e3192bf67838cb1,SHA256,Beacon
ac10097765f4afecf109b194438c9dd4ea8b7ae20748b60ffbbc31e16a24e9e8,SHA256,Beacon
b4c5e906fdf62096e74ba8e0e9beae05089581ce6e2487f42b992f508b2fa497,SHA256,Beacon
bb7037d3eef6998825e985e49d71f68c55a7f6f6edb785adfeb727e437db03b9,SHA256,Beacon
bfe2adf0d5a4e7b97f73876591047886e3fdb6c440f51533f19a928b76a43760,SHA256,Beacon
cf941061954103425d9123d7adaedd8571ed0c773ce238de0f897cb31d9d5d6b,SHA256,Beacon
d858e1626c2be95d93d5dcbc3bb473d5d4c5686d76a8bee1eb21b25147175a4b,SHA256,Beacon
ddfbea9126ea8165dba3b4aeb874aec27fdf35b51c3fcfa2f94005d2705cf568,SHA256,Beacon
e0ddfda9414d5a5a81ca0a2e2ced6f42298a968cdad947268b44594fa62449bc,SHA256,Beacon
e3d49e90a4a6824fc24ed19e3e67bb94aadd40a68cf71fef6d5136fbcd1faa16,SHA256,Beacon
ed3f5c7de92735b903ca527a3912f5f68e9f1d7c165043f0d8a832e7e98faee9,SHA256,Beacon
ee0f0e8833b17a7a8f6f40efdf27b4368cdc253400d07da49a8acfe2d0e2770a,SHA256,Beacon
f62aaf3f14acdd201edec722fd8bad2d3b64f892b908937b87565ea97ce56e80,SHA256,Beacon
01ebcd2f74def508f77d77a860a7571dacddcff22d02752802092569c179fc98,SHA256,Shellcode
0a69669137700ac62343116340a953191c127ec1a385d5fcc37ac7862d6c20ef,SHA256,Shellcode
109e4a078c34f218922f39da01e05f1c349aac7dccaa5270948757af92786494,SHA256,Shellcode
11fb97e1abe7a015e54f8592d39dec0ee7f57649cdc00fea36d6aacd2c084bfa,SHA256,Shellcode
14ae2ea3ec03be84dbacd3ea76797ee659d4c627d0210f1d23d7ca9e8b67fd8d,SHA256,Shellcode
2e812af592337f8c383d38f9a43d9a0a3f36b83cbfa29329382d0bf485ab921e,SHA256,Shellcode
34123e305cd559188d38ac810a729757ac2911aa262e5b0bff0efef0880c413e,SHA256,Shellcode
364b477f1b4ac1df418f2639ad98747baf63db66a49259004b0ede39d7c359e3,SHA256,Shellcode
395e0ed0d2293bb8aa5e1fc8d639ec45b20afe7aaa383f0089a18c18375e672b,SHA256,Shellcode
3e416c4b517b2b2e422d073da08e83203fb370e6d78b80ef83a778a8de3e2f33,SHA256,Shellcode
49eb12a0874870d2194ed73e52d10fce0a90b90f001df4a994fce4e3428d1eed,SHA256,Shellcode
5d090a466c1cd81493100638c3d0a9b0b49218c9c415293e0d29e62cfa60acc9,SHA256,Shellcode
6681d00d273c19e4bebc121af1f90cea046d46144793d5d5fd40031fada5a117,SHA256,Shellcode
6997d71ceee6a34e4113ec89bc5f049ef0d09d62ca95703e0665286c9ecdbb71,SHA256,Shellcode
6f4ad07af0045bd744d7ce4728e6b095cfa6b212462ff57db80bd3c44228d99b,SHA256,Shellcode
73c360ac5a236f9837acdbd4ff6d4bdfab8b86eeb4846b8fe84ec46a4e655bd3,SHA256,Shellcode
7aef15921d1292c1684fb63b21c8d8dac2d51aaa5eb208faec57c7c5ccaaa362,SHA256,Shellcode
8608001ce47f5d63307061f16a8775fca8849cf601f20f3e4f2e1be151b890a2,SHA256,Shellcode
8679e16521144c8433cae2588f58ffcbc2ea198c05df87a9b12d5be0ee49385f,SHA256,Shellcode
9558b7c159f5351b71e1841f586e7f8c2caaa0615144fed18c5dd7aca57fc5bc,SHA256,Shellcode
97f2693ce8d674a9b3b7260d880e3a4ce60b417881e03112fc5679500c1dc7b3,SHA256,Shellcode
9ba0a62a3a2545a1406168bde7f116ed69f49f1b254975e1b5e4eef80fa0855d,SHA256,Shellcode
9ece286ab8a92a4dd4d6dbaa62bd269197808bc0b4f795d5b626e75db3ca81a8,SHA256,Shellcode
a0b52b60c01dbcf5474e62f0820ee6297612adf1fb0fc72cc42ffc674de2be68,SHA256,Shellcode
a709d21a53c9d9d028ada33d10650fcb941f440540c66adab47134a6a598db35,SHA256,Shellcode
aa14c8110bc35d2dbd3ac1ee3eee844a00d44bcaa8ea2245db66eba04203d96a,SHA256,Shellcode
c5ffe6a706d5425c77ee8fd91f8f3097e6f82e091eb47cab861d3bcb13c175da,SHA256,Shellcode
ca37e5c8bed92f7912ad5bf2c49f2fd220f55ca312b4c88030abcc91ab1036f2,SHA256,Shellcode
ccd04cdd06110d32ecf3bc6c84c5692fa3939100cbb47a60532b92f8c416ab93,SHA256,Shellcode
ceeaec45bcde570547e8a8071b1205a29f9d51fa1a149aa4ae2e5d2585ca5e26,SHA256,Shellcode
d6ef5a15b2a3a4b92cd2d775fd9858667795c0cead696b6f667b23a9eb9720fe,SHA256,Shellcode
e06a5e7a1bc055d12f8077dc2eb46d6f478eceac88bc1d9d5636b850a3108cc9,SHA256,Shellcode
e15d5a97a680d6bbc0c34dec2bef545e7efd4cb0a0ccd4ae13f557eb936ce085,SHA256,Shellcode
fc2f0326d1bec502dd31de1aae47647c2b7d9b24c6eb79ea57f052878c40cdd0,SHA256,Shellcode
139.60.161.50/load,URL,C2 Server URL
139.60.161.50/pixel.gif,URL,C2 Server URL
149.28.45.70/fwlink,URL,C2 Server URL
149.28.45.70/push,URL,C2 Server URL
159.65.36.16/dpixel,URL,C2 Server URL
159.65.36.16/ptj,URL,C2 Server URL
162.247.154.106/__utm.gif,URL,C2 Server URL
162.247.154.106/g.pixel,URL,C2 Server URL
185.172.129.132/ga.js,URL,C2 Server URL
185.172.129.132/j.ad,URL,C2 Server URL
192.95.16.245/dpixel,URL,C2 Server URL
192.95.16.245/fwlink,URL,C2 Server URL
192.95.16.245/ga.js,URL,C2 Server URL
192.95.16.245/pixel,URL,C2 Server URL
193.34.167.34/pixel.gif,URL,C2 Server URL
193.34.167.34/updates.rss,URL,C2 Server URL
195.123.240.219/dpixel,URL,C2 Server URL
195.123.240.219/ga.js,URL,C2 Server URL
37.1.211.126/cm,URL,C2 Server URL
37.1.211.126/en_US/all.js,URL,C2 Server URL
45.176.188.137/ca,URL,C2 Server URL
45.176.188.137/pixel,URL,C2 Server URL
45.63.69.93/activity,URL,C2 Server URL
45.63.69.93/cx,URL,C2 Server URL
5.149.253.199/j.ad,URL,C2 Server URL
5.149.253.199/visit.js,URL,C2 Server URL
51.81.142.72/fwlink,URL,C2 Server URL
51.81.142.72/push,URL,C2 Server URL
74.121.191.2/ca,URL,C2 Server URL
74.121.191.2/cx,URL,C2 Server URL
74.121.191.2/dpixel,URL,C2 Server URL
74.121.191.2/IE9CompatViewList.xml,URL,C2 Server URL
74.121.191.2/load,URL,C2 Server URL
74.121.191.2/visit.js,URL,C2 Server URL
74.50.60.96/cx,URL,C2 Server URL
74.50.60.96/visit.js,URL,C2 Server URL
